1741177416888|3|statement|connection 0|url jdbc:p6spy:oracle:thin:@localhost:1521:xe|select cast('string' as varchar2(32000)), sys_context('USERENV','CLOUD_SERVICE') from dual|select cast('string' as varchar2(32000)), sys_context('USERENV','CLOUD_SERVICE') from dual
1741179166886|2|statement|connection 0|url jdbc:p6spy:oracle:thin:@localhost:1521:xe|     create sequence tbl_member_task_seq start with 1 increment by 50|     create sequence tbl_member_task_seq start with 1 increment by 50
1741179166888|1|statement|connection 0|url jdbc:p6spy:oracle:thin:@localhost:1521:xe|     create sequence tbl_member_workspace_seq start with 1 increment by 50|     create sequence tbl_member_workspace_seq start with 1 increment by 50
1741179166889|1|statement|connection 0|url jdbc:p6spy:oracle:thin:@localhost:1521:xe|     create sequence tbl_milestone_seq start with 1 increment by 50|     create sequence tbl_milestone_seq start with 1 increment by 50
1741179166891|1|statement|connection 0|url jdbc:p6spy:oracle:thin:@localhost:1521:xe|     create sequence tbl_project_seq start with 1 increment by 50|     create sequence tbl_project_seq start with 1 increment by 50
1741179166893|1|statement|connection 0|url jdbc:p6spy:oracle:thin:@localhost:1521:xe|     create sequence tbl_task_seq start with 1 increment by 50|     create sequence tbl_task_seq start with 1 increment by 50
1741179166896|2|statement|connection 0|url jdbc:p6spy:oracle:thin:@localhost:1521:xe|     create sequence tbl_workspace_seq start with 1 increment by 50|     create sequence tbl_workspace_seq start with 1 increment by 50
1741179166913|11|statement|connection 0|url jdbc:p6spy:oracle:thin:@localhost:1521:xe|     create table tbl_invitation (         created_at timestamp(6),         invitation_id number(19,0) not null,         modified_at timestamp(6),         workspace_id number(19,0) not null,         member_id varchar2(255 char) not null,         requester_type varchar2(255 char) not null check (requester_type in ('WORKSPACE','MEMBER')),         status varchar2(255 char) not null check (status in ('PENDING','ACCEPTED','REJECTED')),         primary key (invitation_id)     )|     create table tbl_invitation (         created_at timestamp(6),         invitation_id number(19,0) not null,         modified_at timestamp(6),         workspace_id number(19,0) not null,         member_id varchar2(255 char) not null,         requester_type varchar2(255 char) not null check (requester_type in ('WORKSPACE','MEMBER')),         status varchar2(255 char) not null check (status in ('PENDING','ACCEPTED','REJECTED')),         primary key (invitation_id)     )
1741179166923|7|statement|connection 0|url jdbc:p6spy:oracle:thin:@localhost:1521:xe|     create table tbl_member (         member_del_flag varchar2(1 char) not null,         created_at timestamp(6),         modified_at timestamp(6),         member_name varchar2(20 char) not null,         member_password varchar2(100 char) not null,         member_description varchar2(200 char),         member_email varchar2(255 char) not null,         primary key (member_email)     )|     create table tbl_member (         member_del_flag varchar2(1 char) not null,         created_at timestamp(6),         modified_at timestamp(6),         member_name varchar2(20 char) not null,         member_password varchar2(100 char) not null,         member_description varchar2(200 char),         member_email varchar2(255 char) not null,         primary key (member_email)     )
1741179166929|5|statement|connection 0|url jdbc:p6spy:oracle:thin:@localhost:1521:xe|     create table tbl_member_task (         created_at timestamp(6),         member_task_id number(19,0) not null,         modified_at timestamp(6),         task_id number(19,0),         member_id varchar2(255 char),         primary key (member_task_id)     )|     create table tbl_member_task (         created_at timestamp(6),         member_task_id number(19,0) not null,         modified_at timestamp(6),         task_id number(19,0),         member_id varchar2(255 char),         primary key (member_task_id)     )
1741179166936|6|statement|connection 0|url jdbc:p6spy:oracle:thin:@localhost:1521:xe|     create table tbl_member_workspace (         created_at timestamp(6),         member_workspace_id number(19,0) not null,         modified_at timestamp(6),         workspace_id number(19,0),         member_id varchar2(255 char),         primary key (member_workspace_id)     )|     create table tbl_member_workspace (         created_at timestamp(6),         member_workspace_id number(19,0) not null,         modified_at timestamp(6),         workspace_id number(19,0),         member_id varchar2(255 char),         primary key (member_workspace_id)     )
1741179166947|10|statement|connection 0|url jdbc:p6spy:oracle:thin:@localhost:1521:xe|     create table tbl_milestone (         created_at timestamp(6),         id number(19,0),         milestone_due_at timestamp(6) not null,         milestone_id number(19,0) not null,         modified_at timestamp(6),         milestone_name varchar2(20 char) not null,         milestone_description varchar2(200 char),         primary key (milestone_id)     )|     create table tbl_milestone (         created_at timestamp(6),         id number(19,0),         milestone_due_at timestamp(6) not null,         milestone_id number(19,0) not null,         modified_at timestamp(6),         milestone_name varchar2(20 char) not null,         milestone_description varchar2(200 char),         primary key (milestone_id)     )
1741179166955|7|statement|connection 0|url jdbc:p6spy:oracle:thin:@localhost:1521:xe|     create table tbl_project (         created_at timestamp(6),         modified_at timestamp(6),         project_id number(19,0) not null,         workspace_id number(19,0),         project_name varchar2(20 char) not null,         project_description varchar2(200 char),         primary key (project_id)     )|     create table tbl_project (         created_at timestamp(6),         modified_at timestamp(6),         project_id number(19,0) not null,         workspace_id number(19,0),         project_name varchar2(20 char) not null,         project_description varchar2(200 char),         primary key (project_id)     )
1741179166964|8|statement|connection 0|url jdbc:p6spy:oracle:thin:@localhost:1521:xe|     create table tbl_task (         created_at timestamp(6),         modified_at timestamp(6),         project_id number(19,0),         task_end_at timestamp(6) not null,         task_id number(19,0) not null,         task_start_at timestamp(6) not null,         task_type varchar2(10 char) not null,         task_name varchar2(20 char) not null,         task_description varchar2(200 char),         primary key (task_id)     )|     create table tbl_task (         created_at timestamp(6),         modified_at timestamp(6),         project_id number(19,0),         task_end_at timestamp(6) not null,         task_id number(19,0) not null,         task_start_at timestamp(6) not null,         task_type varchar2(10 char) not null,         task_name varchar2(20 char) not null,         task_description varchar2(200 char),         primary key (task_id)     )
1741179166972|7|statement|connection 0|url jdbc:p6spy:oracle:thin:@localhost:1521:xe|     create table tbl_workspace (         created_at timestamp(6),         modified_at timestamp(6),         workspace_id number(19,0) not null,         workspace_name varchar2(20 char) not null,         workspace_description varchar2(200 char),         leader_email varchar2(255 char),         primary key (workspace_id)     )|     create table tbl_workspace (         created_at timestamp(6),         modified_at timestamp(6),         workspace_id number(19,0) not null,         workspace_name varchar2(20 char) not null,         workspace_description varchar2(200 char),         leader_email varchar2(255 char),         primary key (workspace_id)     )
1741179166978|5|statement|connection 0|url jdbc:p6spy:oracle:thin:@localhost:1521:xe|     alter table tbl_invitation         add constraint FK14lyv8nyd2fp8sjhihvgge4bb         foreign key (member_id)         references tbl_member|     alter table tbl_invitation         add constraint FK14lyv8nyd2fp8sjhihvgge4bb         foreign key (member_id)         references tbl_member
1741179166984|5|statement|connection 0|url jdbc:p6spy:oracle:thin:@localhost:1521:xe|     alter table tbl_invitation         add constraint FK9kiiusbtdwx8y5ma8epw1592q         foreign key (workspace_id)         references tbl_workspace|     alter table tbl_invitation         add constraint FK9kiiusbtdwx8y5ma8epw1592q         foreign key (workspace_id)         references tbl_workspace
1741179166989|4|statement|connection 0|url jdbc:p6spy:oracle:thin:@localhost:1521:xe|     alter table tbl_member_task         add constraint FKeot81ok50ggyp7v6xyr7mvgxx         foreign key (member_id)         references tbl_member|     alter table tbl_member_task         add constraint FKeot81ok50ggyp7v6xyr7mvgxx         foreign key (member_id)         references tbl_member
1741179166994|4|statement|connection 0|url jdbc:p6spy:oracle:thin:@localhost:1521:xe|     alter table tbl_member_task         add constraint FKoxsx7alwk43xw2hawpye6t8n         foreign key (task_id)         references tbl_task|     alter table tbl_member_task         add constraint FKoxsx7alwk43xw2hawpye6t8n         foreign key (task_id)         references tbl_task
1741179166998|4|statement|connection 0|url jdbc:p6spy:oracle:thin:@localhost:1521:xe|     alter table tbl_member_workspace         add constraint FK4mybql2tdso36mijanqrony2h         foreign key (member_id)         references tbl_member|     alter table tbl_member_workspace         add constraint FK4mybql2tdso36mijanqrony2h         foreign key (member_id)         references tbl_member
1741179167003|4|statement|connection 0|url jdbc:p6spy:oracle:thin:@localhost:1521:xe|     alter table tbl_member_workspace         add constraint FKavhdxs3feef7cycqo7iyh1u3l         foreign key (workspace_id)         references tbl_workspace|     alter table tbl_member_workspace         add constraint FKavhdxs3feef7cycqo7iyh1u3l         foreign key (workspace_id)         references tbl_workspace
1741179167007|3|statement|connection 0|url jdbc:p6spy:oracle:thin:@localhost:1521:xe|     alter table tbl_milestone         add constraint FKhk30m6s9rtbrghk5falwqp2h9         foreign key (id)         references tbl_project|     alter table tbl_milestone         add constraint FKhk30m6s9rtbrghk5falwqp2h9         foreign key (id)         references tbl_project
1741179167011|3|statement|connection 0|url jdbc:p6spy:oracle:thin:@localhost:1521:xe|     alter table tbl_project         add constraint FKsv7hyoft7s9todelggmp9y32n         foreign key (workspace_id)         references tbl_workspace|     alter table tbl_project         add constraint FKsv7hyoft7s9todelggmp9y32n         foreign key (workspace_id)         references tbl_workspace
1741179167017|5|statement|connection 0|url jdbc:p6spy:oracle:thin:@localhost:1521:xe|     alter table tbl_task         add constraint FKfm9u9lv2gnry13rsuuuadaxoa         foreign key (project_id)         references tbl_project|     alter table tbl_task         add constraint FKfm9u9lv2gnry13rsuuuadaxoa         foreign key (project_id)         references tbl_project
1741179180455|8|statement|connection 0|url jdbc:p6spy:oracle:thin:@localhost:1521:xe|select m1_0.member_email,m1_0.created_at,m1_0.member_del_flag,m1_0.member_description,m1_0.modified_at,m1_0.member_name,m1_0.member_password from tbl_member m1_0 where m1_0.member_email=?|select m1_0.member_email,m1_0.created_at,m1_0.member_del_flag,m1_0.member_description,m1_0.modified_at,m1_0.member_name,m1_0.member_password from tbl_member m1_0 where m1_0.member_email='zz'
1741179180533|2|statement|connection 0|url jdbc:p6spy:oracle:thin:@localhost:1521:xe|insert into tbl_member (created_at,member_del_flag,member_description,modified_at,member_name,member_password,member_email) values (?,?,?,?,?,?,?)|insert into tbl_member (created_at,member_del_flag,member_description,modified_at,member_name,member_password,member_email) values ('2025-03-05T21:53:00.478+0900','0','srasr','2025-03-05T21:53:00.478+0900','resr','$2a$10$obn9e4VfaCYW8RF2MEg/Z./vga5JdEPAAbXaeg8640XH6c4uEbQWq','zz')
1741179180541|1|commit|connection 0|url jdbc:p6spy:oracle:thin:@localhost:1521:xe||
1741179183023|0|statement|connection 0|url jdbc:p6spy:oracle:thin:@localhost:1521:xe|select m1_0.member_email,m1_0.created_at,m1_0.member_del_flag,m1_0.member_description,m1_0.modified_at,m1_0.member_name,m1_0.member_password from tbl_member m1_0 where m1_0.member_email=?|select m1_0.member_email,m1_0.created_at,m1_0.member_del_flag,m1_0.member_description,m1_0.modified_at,m1_0.member_name,m1_0.member_password from tbl_member m1_0 where m1_0.member_email='zz'
1741179183088|0|commit|connection 0|url jdbc:p6spy:oracle:thin:@localhost:1521:xe||
1741179240019|4|statement|connection 0|url jdbc:p6spy:oracle:thin:@localhost:1521:xe|select cast('string' as varchar2(32000)), sys_context('USERENV','CLOUD_SERVICE') from dual|select cast('string' as varchar2(32000)), sys_context('USERENV','CLOUD_SERVICE') from dual
1741179240026|0|statement|connection 0|url jdbc:p6spy:oracle:thin:@localhost:1521:xe|select 1 from dual where sys_context('USERENV','CLOUD_SERVICE') in ('OLTP','DWCS','JDCS')|select 1 from dual where sys_context('USERENV','CLOUD_SERVICE') in ('OLTP','DWCS','JDCS')
1741179241397|4|statement|connection 0|url jdbc:p6spy:oracle:thin:@localhost:1521:xe|create global temporary table HTE_tbl_invitation(rn_ number(10,0) not null, created_at timestamp(6), invitation_id number(19,0), modified_at timestamp(6), workspace_id number(19,0), member_id varchar2(255 char), requester_type varchar2(255 char), status varchar2(255 char), primary key (rn_)) on commit delete rows|create global temporary table HTE_tbl_invitation(rn_ number(10,0) not null, created_at timestamp(6), invitation_id number(19,0), modified_at timestamp(6), workspace_id number(19,0), member_id varchar2(255 char), requester_type varchar2(255 char), status varchar2(255 char), primary key (rn_)) on commit delete rows
1741179241399|1|statement|connection 0|url jdbc:p6spy:oracle:thin:@localhost:1521:xe|create global temporary table HTE_tbl_member_task(rn_ number(10,0) not null, created_at timestamp(6), member_task_id number(19,0), modified_at timestamp(6), task_id number(19,0), member_id varchar2(255 char), primary key (rn_)) on commit delete rows|create global temporary table HTE_tbl_member_task(rn_ number(10,0) not null, created_at timestamp(6), member_task_id number(19,0), modified_at timestamp(6), task_id number(19,0), member_id varchar2(255 char), primary key (rn_)) on commit delete rows
1741179241402|1|statement|connection 0|url jdbc:p6spy:oracle:thin:@localhost:1521:xe|create global temporary table HTE_tbl_task(rn_ number(10,0) not null, created_at timestamp(6), modified_at timestamp(6), project_id number(19,0), task_end_at timestamp(6), task_id number(19,0), task_start_at timestamp(6), task_type varchar2(10 char), task_name varchar2(20 char), task_description varchar2(200 char), primary key (rn_)) on commit delete rows|create global temporary table HTE_tbl_task(rn_ number(10,0) not null, created_at timestamp(6), modified_at timestamp(6), project_id number(19,0), task_end_at timestamp(6), task_id number(19,0), task_start_at timestamp(6), task_type varchar2(10 char), task_name varchar2(20 char), task_description varchar2(200 char), primary key (rn_)) on commit delete rows
1741179241404|1|statement|connection 0|url jdbc:p6spy:oracle:thin:@localhost:1521:xe|create global temporary table HTE_tbl_milestone(rn_ number(10,0) not null, created_at timestamp(6), id number(19,0), milestone_due_at timestamp(6), milestone_id number(19,0), modified_at timestamp(6), milestone_name varchar2(20 char), milestone_description varchar2(200 char), primary key (rn_)) on commit delete rows|create global temporary table HTE_tbl_milestone(rn_ number(10,0) not null, created_at timestamp(6), id number(19,0), milestone_due_at timestamp(6), milestone_id number(19,0), modified_at timestamp(6), milestone_name varchar2(20 char), milestone_description varchar2(200 char), primary key (rn_)) on commit delete rows
1741179241406|0|statement|connection 0|url jdbc:p6spy:oracle:thin:@localhost:1521:xe|create global temporary table HTE_tbl_project(rn_ number(10,0) not null, created_at timestamp(6), modified_at timestamp(6), project_id number(19,0), workspace_id number(19,0), project_name varchar2(20 char), project_description varchar2(200 char), primary key (rn_)) on commit delete rows|create global temporary table HTE_tbl_project(rn_ number(10,0) not null, created_at timestamp(6), modified_at timestamp(6), project_id number(19,0), workspace_id number(19,0), project_name varchar2(20 char), project_description varchar2(200 char), primary key (rn_)) on commit delete rows
1741179241408|0|statement|connection 0|url jdbc:p6spy:oracle:thin:@localhost:1521:xe|create global temporary table HTE_tbl_workspace(rn_ number(10,0) not null, created_at timestamp(6), modified_at timestamp(6), workspace_id number(19,0), workspace_name varchar2(20 char), workspace_description varchar2(200 char), leader_email varchar2(255 char), primary key (rn_)) on commit delete rows|create global temporary table HTE_tbl_workspace(rn_ number(10,0) not null, created_at timestamp(6), modified_at timestamp(6), workspace_id number(19,0), workspace_name varchar2(20 char), workspace_description varchar2(200 char), leader_email varchar2(255 char), primary key (rn_)) on commit delete rows
1741179241409|1|statement|connection 0|url jdbc:p6spy:oracle:thin:@localhost:1521:xe|create global temporary table HTE_tbl_member_workspace(rn_ number(10,0) not null, created_at timestamp(6), member_workspace_id number(19,0), modified_at timestamp(6), workspace_id number(19,0), member_id varchar2(255 char), primary key (rn_)) on commit delete rows|create global temporary table HTE_tbl_member_workspace(rn_ number(10,0) not null, created_at timestamp(6), member_workspace_id number(19,0), modified_at timestamp(6), workspace_id number(19,0), member_id varchar2(255 char), primary key (rn_)) on commit delete rows
1741179241865|262|statement|connection 0|url jdbc:p6spy:oracle:thin:@localhost:1521:xe|     drop table tbl_invitation cascade constraints|     drop table tbl_invitation cascade constraints
1741179242357|491|statement|connection 0|url jdbc:p6spy:oracle:thin:@localhost:1521:xe|     drop table tbl_member cascade constraints|     drop table tbl_member cascade constraints
1741179242720|361|statement|connection 0|url jdbc:p6spy:oracle:thin:@localhost:1521:xe|     drop table tbl_member_task cascade constraints|     drop table tbl_member_task cascade constraints
1741179242909|186|statement|connection 0|url jdbc:p6spy:oracle:thin:@localhost:1521:xe|     drop table tbl_member_workspace cascade constraints|     drop table tbl_member_workspace cascade constraints
1741179243270|360|statement|connection 0|url jdbc:p6spy:oracle:thin:@localhost:1521:xe|     drop table tbl_milestone cascade constraints|     drop table tbl_milestone cascade constraints
1741179243283|13|statement|connection 0|url jdbc:p6spy:oracle:thin:@localhost:1521:xe|     drop table tbl_project cascade constraints|     drop table tbl_project cascade constraints
1741179243295|11|statement|connection 0|url jdbc:p6spy:oracle:thin:@localhost:1521:xe|     drop table tbl_task cascade constraints|     drop table tbl_task cascade constraints
1741179243305|9|statement|connection 0|url jdbc:p6spy:oracle:thin:@localhost:1521:xe|     drop table tbl_workspace cascade constraints|     drop table tbl_workspace cascade constraints
1741179243307|1|statement|connection 0|url jdbc:p6spy:oracle:thin:@localhost:1521:xe|     drop sequence tbl_invitation_seq|     drop sequence tbl_invitation_seq
1741179243309|1|statement|connection 0|url jdbc:p6spy:oracle:thin:@localhost:1521:xe|     drop sequence tbl_member_task_seq|     drop sequence tbl_member_task_seq
1741179243311|1|statement|connection 0|url jdbc:p6spy:oracle:thin:@localhost:1521:xe|     drop sequence tbl_member_workspace_seq|     drop sequence tbl_member_workspace_seq
1741179243312|1|statement|connection 0|url jdbc:p6spy:oracle:thin:@localhost:1521:xe|     drop sequence tbl_milestone_seq|     drop sequence tbl_milestone_seq
1741179243313|1|statement|connection 0|url jdbc:p6spy:oracle:thin:@localhost:1521:xe|     drop sequence tbl_project_seq|     drop sequence tbl_project_seq
1741179243315|1|statement|connection 0|url jdbc:p6spy:oracle:thin:@localhost:1521:xe|     drop sequence tbl_task_seq|     drop sequence tbl_task_seq
1741179243316|1|statement|connection 0|url jdbc:p6spy:oracle:thin:@localhost:1521:xe|     drop sequence tbl_workspace_seq|     drop sequence tbl_workspace_seq
1741179243325|1|statement|connection 0|url jdbc:p6spy:oracle:thin:@localhost:1521:xe|     create sequence tbl_invitation_seq start with 1 increment by 50|     create sequence tbl_invitation_seq start with 1 increment by 50
1741179243327|2|statement|connection 0|url jdbc:p6spy:oracle:thin:@localhost:1521:xe|     create sequence tbl_member_task_seq start with 1 increment by 50|     create sequence tbl_member_task_seq start with 1 increment by 50
1741179243329|1|statement|connection 0|url jdbc:p6spy:oracle:thin:@localhost:1521:xe|     create sequence tbl_member_workspace_seq start with 1 increment by 50|     create sequence tbl_member_workspace_seq start with 1 increment by 50
1741179243331|1|statement|connection 0|url jdbc:p6spy:oracle:thin:@localhost:1521:xe|     create sequence tbl_milestone_seq start with 1 increment by 50|     create sequence tbl_milestone_seq start with 1 increment by 50
1741179243332|1|statement|connection 0|url jdbc:p6spy:oracle:thin:@localhost:1521:xe|     create sequence tbl_project_seq start with 1 increment by 50|     create sequence tbl_project_seq start with 1 increment by 50
1741179243334|2|statement|connection 0|url jdbc:p6spy:oracle:thin:@localhost:1521:xe|     create sequence tbl_task_seq start with 1 increment by 50|     create sequence tbl_task_seq start with 1 increment by 50
1741179243336|1|statement|connection 0|url jdbc:p6spy:oracle:thin:@localhost:1521:xe|     create sequence tbl_workspace_seq start with 1 increment by 50|     create sequence tbl_workspace_seq start with 1 increment by 50
1741179243352|11|statement|connection 0|url jdbc:p6spy:oracle:thin:@localhost:1521:xe|     create table tbl_invitation (         created_at timestamp(6),         invitation_id number(19,0) not null,         modified_at timestamp(6),         workspace_id number(19,0) not null,         member_id varchar2(255 char) not null,         requester_type varchar2(255 char) not null check (requester_type in ('WORKSPACE','MEMBER')),         status varchar2(255 char) not null check (status in ('PENDING','ACCEPTED','REJECTED')),         primary key (invitation_id)     )|     create table tbl_invitation (         created_at timestamp(6),         invitation_id number(19,0) not null,         modified_at timestamp(6),         workspace_id number(19,0) not null,         member_id varchar2(255 char) not null,         requester_type varchar2(255 char) not null check (requester_type in ('WORKSPACE','MEMBER')),         status varchar2(255 char) not null check (status in ('PENDING','ACCEPTED','REJECTED')),         primary key (invitation_id)     )
1741179243360|8|statement|connection 0|url jdbc:p6spy:oracle:thin:@localhost:1521:xe|     create table tbl_member (         member_del_flag varchar2(1 char) not null,         created_at timestamp(6),         modified_at timestamp(6),         member_name varchar2(20 char) not null,         member_password varchar2(100 char) not null,         member_description varchar2(200 char),         member_email varchar2(255 char) not null,         primary key (member_email)     )|     create table tbl_member (         member_del_flag varchar2(1 char) not null,         created_at timestamp(6),         modified_at timestamp(6),         member_name varchar2(20 char) not null,         member_password varchar2(100 char) not null,         member_description varchar2(200 char),         member_email varchar2(255 char) not null,         primary key (member_email)     )
1741179243370|8|statement|connection 0|url jdbc:p6spy:oracle:thin:@localhost:1521:xe|     create table tbl_member_task (         created_at timestamp(6),         member_task_id number(19,0) not null,         modified_at timestamp(6),         task_id number(19,0),         member_id varchar2(255 char),         primary key (member_task_id)     )|     create table tbl_member_task (         created_at timestamp(6),         member_task_id number(19,0) not null,         modified_at timestamp(6),         task_id number(19,0),         member_id varchar2(255 char),         primary key (member_task_id)     )
1741179243376|5|statement|connection 0|url jdbc:p6spy:oracle:thin:@localhost:1521:xe|     create table tbl_member_workspace (         created_at timestamp(6),         member_workspace_id number(19,0) not null,         modified_at timestamp(6),         workspace_id number(19,0),         member_id varchar2(255 char),         primary key (member_workspace_id)     )|     create table tbl_member_workspace (         created_at timestamp(6),         member_workspace_id number(19,0) not null,         modified_at timestamp(6),         workspace_id number(19,0),         member_id varchar2(255 char),         primary key (member_workspace_id)     )
1741179243385|8|statement|connection 0|url jdbc:p6spy:oracle:thin:@localhost:1521:xe|     create table tbl_milestone (         created_at timestamp(6),         id number(19,0),         milestone_due_at timestamp(6) not null,         milestone_id number(19,0) not null,         modified_at timestamp(6),         milestone_name varchar2(20 char) not null,         milestone_description varchar2(200 char),         primary key (milestone_id)     )|     create table tbl_milestone (         created_at timestamp(6),         id number(19,0),         milestone_due_at timestamp(6) not null,         milestone_id number(19,0) not null,         modified_at timestamp(6),         milestone_name varchar2(20 char) not null,         milestone_description varchar2(200 char),         primary key (milestone_id)     )
1741179243393|8|statement|connection 0|url jdbc:p6spy:oracle:thin:@localhost:1521:xe|     create table tbl_project (         created_at timestamp(6),         modified_at timestamp(6),         project_id number(19,0) not null,         workspace_id number(19,0),         project_name varchar2(20 char) not null,         project_description varchar2(200 char),         primary key (project_id)     )|     create table tbl_project (         created_at timestamp(6),         modified_at timestamp(6),         project_id number(19,0) not null,         workspace_id number(19,0),         project_name varchar2(20 char) not null,         project_description varchar2(200 char),         primary key (project_id)     )
1741179243402|8|statement|connection 0|url jdbc:p6spy:oracle:thin:@localhost:1521:xe|     create table tbl_task (         created_at timestamp(6),         modified_at timestamp(6),         project_id number(19,0),         task_end_at timestamp(6) not null,         task_id number(19,0) not null,         task_start_at timestamp(6) not null,         task_type varchar2(10 char) not null,         task_name varchar2(20 char) not null,         task_description varchar2(200 char),         primary key (task_id)     )|     create table tbl_task (         created_at timestamp(6),         modified_at timestamp(6),         project_id number(19,0),         task_end_at timestamp(6) not null,         task_id number(19,0) not null,         task_start_at timestamp(6) not null,         task_type varchar2(10 char) not null,         task_name varchar2(20 char) not null,         task_description varchar2(200 char),         primary key (task_id)     )
1741179243409|7|statement|connection 0|url jdbc:p6spy:oracle:thin:@localhost:1521:xe|     create table tbl_workspace (         created_at timestamp(6),         modified_at timestamp(6),         workspace_id number(19,0) not null,         workspace_name varchar2(20 char) not null,         workspace_description varchar2(200 char),         leader_email varchar2(255 char),         primary key (workspace_id)     )|     create table tbl_workspace (         created_at timestamp(6),         modified_at timestamp(6),         workspace_id number(19,0) not null,         workspace_name varchar2(20 char) not null,         workspace_description varchar2(200 char),         leader_email varchar2(255 char),         primary key (workspace_id)     )
1741179243414|4|statement|connection 0|url jdbc:p6spy:oracle:thin:@localhost:1521:xe|     alter table tbl_invitation         add constraint FK14lyv8nyd2fp8sjhihvgge4bb         foreign key (member_id)         references tbl_member|     alter table tbl_invitation         add constraint FK14lyv8nyd2fp8sjhihvgge4bb         foreign key (member_id)         references tbl_member
1741179243421|6|statement|connection 0|url jdbc:p6spy:oracle:thin:@localhost:1521:xe|     alter table tbl_invitation         add constraint FK9kiiusbtdwx8y5ma8epw1592q         foreign key (workspace_id)         references tbl_workspace|     alter table tbl_invitation         add constraint FK9kiiusbtdwx8y5ma8epw1592q         foreign key (workspace_id)         references tbl_workspace
1741179243426|5|statement|connection 0|url jdbc:p6spy:oracle:thin:@localhost:1521:xe|     alter table tbl_member_task         add constraint FKeot81ok50ggyp7v6xyr7mvgxx         foreign key (member_id)         references tbl_member|     alter table tbl_member_task         add constraint FKeot81ok50ggyp7v6xyr7mvgxx         foreign key (member_id)         references tbl_member
1741179243433|5|statement|connection 0|url jdbc:p6spy:oracle:thin:@localhost:1521:xe|     alter table tbl_member_task         add constraint FKoxsx7alwk43xw2hawpye6t8n         foreign key (task_id)         references tbl_task|     alter table tbl_member_task         add constraint FKoxsx7alwk43xw2hawpye6t8n         foreign key (task_id)         references tbl_task
1741179243449|16|statement|connection 0|url jdbc:p6spy:oracle:thin:@localhost:1521:xe|     alter table tbl_member_workspace         add constraint FK4mybql2tdso36mijanqrony2h         foreign key (member_id)         references tbl_member|     alter table tbl_member_workspace         add constraint FK4mybql2tdso36mijanqrony2h         foreign key (member_id)         references tbl_member
1741179243454|4|statement|connection 0|url jdbc:p6spy:oracle:thin:@localhost:1521:xe|     alter table tbl_member_workspace         add constraint FKavhdxs3feef7cycqo7iyh1u3l         foreign key (workspace_id)         references tbl_workspace|     alter table tbl_member_workspace         add constraint FKavhdxs3feef7cycqo7iyh1u3l         foreign key (workspace_id)         references tbl_workspace
1741179243460|5|statement|connection 0|url jdbc:p6spy:oracle:thin:@localhost:1521:xe|     alter table tbl_milestone         add constraint FKhk30m6s9rtbrghk5falwqp2h9         foreign key (id)         references tbl_project|     alter table tbl_milestone         add constraint FKhk30m6s9rtbrghk5falwqp2h9         foreign key (id)         references tbl_project
1741179243481|20|statement|connection 0|url jdbc:p6spy:oracle:thin:@localhost:1521:xe|     alter table tbl_project         add constraint FKsv7hyoft7s9todelggmp9y32n         foreign key (workspace_id)         references tbl_workspace|     alter table tbl_project         add constraint FKsv7hyoft7s9todelggmp9y32n         foreign key (workspace_id)         references tbl_workspace
1741179243491|9|statement|connection 0|url jdbc:p6spy:oracle:thin:@localhost:1521:xe|     alter table tbl_task         add constraint FKfm9u9lv2gnry13rsuuuadaxoa         foreign key (project_id)         references tbl_project|     alter table tbl_task         add constraint FKfm9u9lv2gnry13rsuuuadaxoa         foreign key (project_id)         references tbl_project
1741179246400|6|statement|connection 0|url jdbc:p6spy:oracle:thin:@localhost:1521:xe|select m1_0.member_email,m1_0.created_at,m1_0.member_del_flag,m1_0.member_description,m1_0.modified_at,m1_0.member_name,m1_0.member_password from tbl_member m1_0 where m1_0.member_email=?|select m1_0.member_email,m1_0.created_at,m1_0.member_del_flag,m1_0.member_description,m1_0.modified_at,m1_0.member_name,m1_0.member_password from tbl_member m1_0 where m1_0.member_email='zz'
1741179246499|3|statement|connection 0|url jdbc:p6spy:oracle:thin:@localhost:1521:xe|insert into tbl_member (created_at,member_del_flag,member_description,modified_at,member_name,member_password,member_email) values (?,?,?,?,?,?,?)|insert into tbl_member (created_at,member_del_flag,member_description,modified_at,member_name,member_password,member_email) values ('2025-03-05T21:54:06.422+0900','0','aerr','2025-03-05T21:54:06.422+0900','sarer','$2a$10$s17fLDEDpxgQ/.wJRmcih.3ySQGBcxaITfq.7Ia5CNETeJAWgZCX2','zz')
1741179246515|1|commit|connection 0|url jdbc:p6spy:oracle:thin:@localhost:1521:xe||
1741179250823|0|statement|connection 0|url jdbc:p6spy:oracle:thin:@localhost:1521:xe|select m1_0.member_email,m1_0.created_at,m1_0.member_del_flag,m1_0.member_description,m1_0.modified_at,m1_0.member_name,m1_0.member_password from tbl_member m1_0 where m1_0.member_email=?|select m1_0.member_email,m1_0.created_at,m1_0.member_del_flag,m1_0.member_description,m1_0.modified_at,m1_0.member_name,m1_0.member_password from tbl_member m1_0 where m1_0.member_email='zz'
1741179250887|0|commit|connection 0|url jdbc:p6spy:oracle:thin:@localhost:1521:xe||
1741179339245|3|statement|connection 0|url jdbc:p6spy:oracle:thin:@localhost:1521:xe|select cast('string' as varchar2(32000)), sys_context('USERENV','CLOUD_SERVICE') from dual|select cast('string' as varchar2(32000)), sys_context('USERENV','CLOUD_SERVICE') from dual
